Feature,Score
hashtags_0_name_freefire,2.816756859582027
hashtags_4_name_samsung,2.788279571497399
hashtags_3_name_ipadpro,2.788279571497399
hashtags_1_name_tipsdemarketing,2.788279571497399
createTimeISO_2024-05-17T02:25:46.000Z,2.788279571497399
hashtags_2_name_tipsparaemprendedores,2.788279571497399
hashtags_4_name_paratii,2.772805361522278
hashtags_1_name_albiluvallejo,2.743400282833422
createTimeISO_2024-01-09T17:50:05.000Z,2.743400282833422
hashtags_0_name_shishishi,2.743400282833422
createTimeISO_2024-01-31T04:43:07.000Z,2.7229842060936504
hashtags_3_name_fypシ゚viral,2.722979894366624
hashtags_3_name_fashion,2.6993194392042326
createTimeISO_2024-03-07T21:09:20.000Z,2.669662734312977
createTimeISO_2024-03-21T19:09:15.000Z,2.6139119691533064
hashtags_4_name_monlaferte,2.604308541826685
createTimeISO_2024-06-17T18:24:18.000Z,2.604308541826685
hashtags_3_name_publicidad,2.584875879714962
createTimeISO_2024-05-23T01:46:44.000Z,2.554364266090897
hashtags_1_name_Quito,2.554364266090897
hashtags_0_name_tengo_tengo_el_refrio_lleno,2.554364266090897
hashtags_4_name_Ecuador,2.554364266090897
hashtags_2_name_Foraneos,2.554364266090897
hashtags_3_name_para_ti,2.554364266090897
hashtags_2_name_roylimaryroyerlin,2.505629060719433
createTimeISO_2024-03-06T22:32:45.000Z,2.505629060719433
hashtags_2_name_parati,2.4951438384977984
hashtags_4_name_outfitinspo,2.4812435800624857
hashtags_4_name_fastfashion,2.4688478414626354
hashtags_6_name_zara,2.4688478414626354
hashtags_1_name_franquicia,2.4688478414626354
createTimeISO_2023-10-17T15:06:28.000Z,2.4688478414626354
hashtags_3_name_malservicio,2.4688478414626354
hashtags_5_name_retail,2.4688478414626354
hashtags_0_name_ventas,2.4688478414626354
hashtags_0_name_ecuador🇪🇨,2.440187158903841
hashtags_1_name_lasgemelasdelfree,2.4093160854118842
createTimeISO_2024-03-19T17:22:24.000Z,2.403896452329976
hashtags_2_name_freeformdreads,2.3961040359760584
createTimeISO_2024-02-15T19:59:03.000Z,2.3961040359760584
hashtags_1_name_freeforms,2.3961040359760584
hashtags_7_name_garenafreefire,2.312114731185737
hashtags_3_name_ecuador,2.3023100820154068
hashtags_0_name_Luminous630,2.2994229676996665
hashtags_1_name_Nivea,2.2994229676996665
createTimeISO_2024-03-01T03:38:10.000Z,2.2994229676996665
hashtags_2_name_publicidad✨✨,2.2994229676996665
hashtags_8_name_halal,2.247031133853742
hashtags_2_name_bodycare,2.247031133853742
hashtags_4_name_indonesia,2.247031133853742
hashtags_5_name_fypp,2.247031133853742
hashtags_0_name_careso,2.247031133853742
createTimeISO_2024-05-20T12:22:03.000Z,2.247031133853742
hashtags_10_name_fypppp,2.247031133853742
hashtags_3_name_perfume,2.247031133853742
hashtags_4_name_ecuador🇪🇨,2.2432481557445403
publi,2.2293436458789295
createTimeISO_2024-03-02T08:31:14.000Z,2.2176566547052974
createTimeISO_2024-03-10T08:17:13.000Z,2.2108531645309224
hashtags_1_name_kitabikinromantis,2.2108531645309224
hashtags_0_name_bucin,2.2108531645309224
hashtags_1_name_ambato,2.188951413579177
hashtags_0_name_adsfort,2.1635496366882196
hashtags_0_name_kitten,2.156131269627056
hashtags_1_name_gato,2.156131269627056
hashtags_2_name_gatosdetiktok,2.156131269627056
createTimeISO_2024-06-26T21:35:25.000Z,2.156131269627056
hashtags_1_name_promo24,2.101009715998425
hashtags_15_name_homefragrance,2.092166279361669
hashtags_2_name_candles,2.092166279361669
hashtags_16_name_handmadegifts,2.092166279361669
hashtags_17_name_icedcoffeecandle,2.092166279361669
hashtags_0_name_candlesoftiktok,2.092166279361669
hashtags_11_name_localbusiness,2.092166279361669
hashtags_6_name_startinganewbusiness,2.092166279361669
hashtags_7_name_smallbusiness,2.092166279361669
hashtags_14_name_handmadecandles,2.092166279361669
hashtags_1_name_candlemaking,2.092166279361669
hashtags_10_name_etsyshop,2.092166279361669
hashtags_20_name_mothersdaygift,2.092166279361669
hashtags_12_name_texassmallbusiness,2.092166279361669
hashtags_5_name_artisancandles,2.092166279361669
createTimeISO_2024-05-02T03:48:39.000Z,2.092166279361669
hashtags_13_name_diydecor,2.092166279361669
hashtags_9_name_etsy,2.092166279361669
hashtags_3_name_candlelovers,2.092166279361669
hashtags_19_name_gelwax,2.092166279361669
hashtags_18_name_soycandle,2.092166279361669
hashtags_4_name_handmade,2.092166279361669
hashtags_8_name_etsyseller,2.092166279361669
hashtags_3_name_videoviral,2.0867180836281833
createTimeISO_2024-05-22T14:44:54.000Z,2.077643681279143
hashtags_7_name_restaurantesquito,2.077643681279143
hashtags_1_name_tiktokcomedy,2.077643681279143
createTimeISO_2023-01-10T16:42:49.000Z,2.076325960384998
hashtags_0_name_salinasecuador🇪🇨🇪🇨✌,2.076325960384998
hashtags_3_name_marpeligroso,2.076325960384998
hashtags_4_name_peligro,2.076325960384998
hashtags_5_name_educacionmaritima,2.076325960384998
hashtags_2_name_fypシ,2.0635145324923743
createTimeISO_2024-04-26T01:47:48.000Z,2.0618586980232085
hashtags_3_name_nyxprofessionalmakeup,2.0618586980232085
hashtags_5_name_maquillaje,2.0618586980232085
hashtags_2_name_quienesnyx,2.0618586980232085
hashtags_1_name_fypシ゚viral,2.0442356139541187
hashtags_0_name_ambato,2.0224089627455495
hashtags_3_name_4localdancers,2.014865920055387
createTimeISO_2024-05-12T15:53:32.000Z,2.014865920055387
hashtags_0_name_dance,2.014865920055387
hashtags_12_name_bro,2.01162270452257
createTimeISO_2024-01-11T00:52:36.000Z,2.01162270452257
hashtags_0_name_tiendadeconveniencia,1.9989179475062622
hashtags_6_name_warner,1.995445920221808
hashtags_3_name_c,1.995445920221808
hashtags_0_name_pantalonparatiendas,1.995445920221808
hashtags_1_name_patolucas,1.995445920221808
createTimeISO_2023-10-12T14:00:43.000Z,1.995445920221808
createTimeISO_2024-06-16T06:08:58.000Z,1.993509106875752
createTimeISO_2024-01-26T15:45:48.000Z,1.9819080297221279
hashtags_3_name_gymshark,1.963288809076388
hashtags_0_name_ecuadorfitness🇪🇨,1.963288809076388
