playCount,createTimeISO,hashtags_0_name,hashtags_0_title,hashtags_1_name,hashtags_1_title,hashtags_2_name,hashtags_2_title,hashtags_3_name,hashtags_3_title,hashtags_4_name,hashtags_4_title,hashtags_5_name,hashtags_5_title,hashtags_6_name,hashtags_6_title,hashtags_7_name,hashtags_7_title,hashtags_8_name,hashtags_8_title,hashtags_9_name,hashtags_9_title,hashtags_10_name,hashtags_10_title,hashtags_11_name,hashtags_11_title,hashtags_12_name,hashtags_12_title,hashtags_13_name,hashtags_13_title,hashtags_14_name,hashtags_14_title,hashtags_15_name,hashtags_15_title,hashtags_16_name,hashtags_16_title,hashtags_17_name,hashtags_17_title,hashtags_18_name,hashtags_18_title,hashtags_19_name,hashtags_19_title,hashtags_20_name,hashtags_20_title,hashtags_21_name,hashtags_21_title,hashtags_22_name,hashtags_22_title,hashtags_23_name,hashtags_23_title,hashtags_24_name,hashtags_24_title,hashtags_25_name,hashtags_25_title,hashtags_26_name,hashtags_26_title,hashtags_27_name,hashtags_27_title,hashtags_28_name,hashtags_28_title,hashtags_29_name,hashtags_29_title,hashtags_30_name,hashtags_30_title,hashtags_31_name,hashtags_31_title,hashtags_32_name,hashtags_32_title,hashtags_33_name,hashtags_33_title,hashtags_34_name,hashtags_34_title,hashtags_35_name,hashtags_35_title,hashtags_36_name,hashtags_36_title,hashtags_37_name,hashtags_37_title,hashtags_38_name,hashtags_38_title,hashtags_39_name,hashtags_39_title,hashtags_40_name,hashtags_40_title,hashtags_41_name,hashtags_41_title,hashtags_42_name,hashtags_42_title,hashtags_43_name,hashtags_43_title,hashtags_44_name,hashtags_44_title,hashtags_45_name,hashtags_45_title,hashtags_46_name,hashtags_47_name,hashtags_47_title,hashtags_48_name,hashtags_48_title,input,isAd,isMuted,musicMeta_musicName,searchHashtag_name,searchHashtag_views,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
53100,2022-11-06T19:25:01.000Z,travel,"🌟The world is a book and those who don't travel read only one page 🏄🌴Now recollect your best travel memories from your camera roll, 📷and share the stories behind!",banana,Son dönemin popüler şarkısı ''Banana'' ile siz de ritme göre kıyafetlerinizi değiştirin ya da &amp;quot;Unicorn&amp;quot; efektini kullanarak akıma katılın.,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Blue Blood,,,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5308,2024-07-11T01:01:59.000Z,,,focalsparkle,,focallureus,,publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,False,False,the boy is mine,publicidad,59000000000.0,66,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5300000,2024-01-14T13:25:48.000Z,noticia,,ecuador,,machala,,parati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,sonido original,machala,3600000000.0,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5300000,2023-04-22T15:18:20.000Z,empreendedorismo,,empreendedorismofeminino,"sou uma mas não sou só. somos diversas. somos múltiplas. e acima de tudo não estamos sozinhas nessa, somos muitas. uma empreendedora nunca é só uma mulher, somos mais que uma.",lojaderoupas,,modafitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,False,False,"Pisadinha Engraçada, Piseiro Memes",loja,8300000000.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53000,2024-06-18T21:50:33.000Z,lasfresitas,,fresasconcrema🍓,,paratii,,emprendimiento,"Aprende más acerca de lo bueno, lo ,malo, lo divertido del #Emprendimiento",fypシ゚,,machala_ecuador,,virall,,fresasconchocolate,,fresas,,machala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,sonido original,machala,3600000000.0,13,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
530,2024-07-10T04:23:40.000Z,,,,,foryou,,foryoupage,,losdelb_,,bachillerato,,2do,,fyp,,promo26,,ecuador,,venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,False,False,sonido original,promoecuador,748100.0,57,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527,2024-07-11T03:06:32.000Z,fyppppppppppppppppppppppp,,nikita,,guayaquil,,ecuador,,viralvideo,,guayaquil_ecuador,,mujeres,,guayacanicolle,,pocahontas,,entretenimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,sonido original,guayaquil,36900000000.0,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
526400,2024-04-04T08:21:35.000Z,fypシ゚viral,,fy,,foryourpage,,fyppppppppppppppppppppppp,,ofertas,,samsclub,,cln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,False,False,sonido original,ofertas,14200000000.0,15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
525800,2024-02-23T12:07:38.000Z,cuenca,,caminantecreativo,,city,,cuencaecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,Praise Jah In The Moonlight,cuenca,11700000000.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5249,2024-07-11T01:42:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,son original,free,68200000000.0,258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524600,2024-03-11T01:30:06.000Z,desfile,,flores,,frutas,,ambato_ecuador🇪🇨🇪🇨,,puravida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,False,False,sonido original,ambato,4600000000.0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5240,2024-07-10T18:17:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,False,False,sonido original,comerciales,789600000.0,84,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523100,2024-06-08T00:56:14.000Z,jktvacation,,exhibitionjakarta,,pamerangratisjakarta,,explorejakarta,,dateideajakarta,,hangoutdijakarta,,placetogojkt,,pameranterbaru,,dateideas,,kitawarawiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,False,False,suara asli - Rec Place | AlifIsmailAdha,gratis,18300000000.0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52300,2023-11-30T23:04:21.000Z,minicomponente,,radio,,comercialvintage,,rctv,,venezueladeayer,,noventeroydosmilero,,venevision,,parati,,retro,Use Retro Effect and see what happens!,tecnologia,,panasonic,,am,,fm,,musica,¿Qué estás escuchando?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,False,False,sonido original,comerciales,789600000.0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
522200,2024-03-06T23:45:17.000Z,,,foodiesquito,,restaurantes,,cafeteriasbonitas,,lugaresambato,,paseofamiliar,,ecuador,,foodiesecuador,,lifestyle,"Whether you're all about wellness or just living your best life, how are you living your dream #Lifestyle?",ambato,,ambatoecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,False,False,sonido original,ambato,4600000000.0,133,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5200000,2024-06-06T21:07:46.000Z,jennyestrellaatelier,,jennyestrella,,graduación,,modapersonalizada,,estiloúnico,,quitoecuador,,quito,,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,lights sped up,quito,36100000000.0,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5200000,2024-05-05T23:34:09.000Z,fypp,,4upage,,debtfree,,myeggdonation,,eggdonorjourney,,greenscreen,"Try out the #GreenScreen Creative Effect! Check out the latest trends using #greenscreen for some inspiration. Just pick an image from your camera roll, stand in front of a plain background, and make the next TikTok masterpiece.",debtfreejourney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,original sound,free,68200000000.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5200000,2024-05-21T13:45:07.000Z,ecuadorfitness🇪🇨,,gymtok,Looking for some motivation? Get started with #GymTok.,gym,"From exercises to gym motivation and memes, show us how you workout!",gymshark,,gymmotivation,,motivation,Tell us what helps you to keep your #Motivation,motivacion,encuentra o comparte ese mensaje que te mantiene en acción para alcanzar todos tus objetivos,guayaquil,,gymshark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,Que te Espere por Laura Mb,guayaquil,36900000000.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5200000,2024-06-30T17:03:59.000Z,miamor❤️,,teamo❤️,,graciasporllegaramivida❤️,,miloquitobello😘😍💕,,enamoradadeti❤️,,unamorbonito💕🌼🦋🌸,,amoradistancia✈️❤️,,teamocontodomicorazon❤️,,miniñohermoso😍,,amoreterno♡,,amorinfinito♡☆♡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,sonido original,quito,36100000000.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5200000,2024-01-22T02:02:43.000Z,jumpersec,,ecuador🇪🇨,,vestidosec,,ecuador🇪🇨_quito,,emprendimiento,"Aprende más acerca de lo bueno, lo ,malo, lo divertido del #Emprendimiento",vestidoshermosos,,vestidoslindos,,vestidosbonitos,,vestidosquito,,cyzbca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,sonido original,quito,36100000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5200000,2024-05-28T00:03:05.000Z,ei,,meme,,carne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,E e ei,free,68200000000.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
520,2024-07-10T17:44:04.000Z,somosguayacos,,somosecuador,,promo,,fyp,,cangrejoreal,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,comidaguayaca,,mariscos,,cangrejos,,barriocentenario,,realmentesabroso,,guayaquil,,sazonguayaca,,somosecuador,,delmaralamesa,,cangrejos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,False,False,HAY LUPITA,promoecuador,748100.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
519,2024-07-11T02:11:34.000Z,publicidad,,tresemme,,brillacontresemme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,False,False,Ghibli-style nostalgic waltz,publicidad,59000000000.0,45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518700,2024-06-01T05:07:17.000Z,porfavor,,parati,,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,,entiende,,real,,nadaesgratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,False,False,sonido original,gratis,18300000000.0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5177,2024-06-12T20:29:38.000Z,vodeocontent,,contentcreator,,socialmediamarketing,,socialmediacontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,False,False,original sound,loja,8300000000.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
515,2024-07-11T01:57:25.000Z,adidas,,galaxy,,zapatillas,,peru,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,tiktok,,ofertas,,descuentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,False,False,Remix my humps,ofertas,14200000000.0,41,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
513000,2024-04-09T21:52:47.000Z,conjuntodeportivo,,nike,Find your favourite feel with Nike bras and leggings.,ecuador🇪🇨,,santodomingo,,emprendimiento,"Aprende más acerca de lo bueno, lo ,malo, lo divertido del #Emprendimiento",ropadebebe,,ropadebebe,,jordan23,,jordan,,sandaliasdeportivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,False,sonido original,santodomingoecuador,1700000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5125,2024-04-07T16:34:31.000Z,trend,,lojaroupa,,lojaroupafeminina,,engraçadostiktok,,magusfashionstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,False,False,som original,loja,8300000000.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5100000,2023-08-05T01:31:52.000Z,gamestick4k,,chullavidacarajo🐎🇪🇨❤️,,videojuegos🎮,,ps4ecuador,,centrocomercialespiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,True,False,original sound,comerciales,789600000.0,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5100000,2024-03-10T19:39:41.000Z,kawaiiaesthetic,,kawaii,,hazmeviral,,fypシ,,tokiokawai,,tiendakawaii,,slime,¡Busca la receta perfecta de #slime y comparte tus favoritos!,slimeasmr,,kawaiigirl,,kawaiicore,,squishy,,squishmallows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,Say So,tienda,9700000000.0,59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5100000,2024-07-05T12:00:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,7กค7ปีฟีฟาย,,7กค7ปีฟีฟาย77จังหวัด,,FF,,ฟีฟาย,,freefire,,FreeFireTH,,tiktokเกมมิ่ง,ร่วมสนุกกันเถอะชาวเกมเมอร์ ไม่ว่าคุณจะเป็นนักเล่นเกมมืออาชีพหรือเล่นเกมขำๆ มาโพสวิดีโอการเล่นเกมของคุณและใส่ #Whattoplay และ #GamingOnTikTok เพื่อร่วมคอมมูนิตี้ของเรา !!,tiktokgaming,"Power-up your vids and join #TikTokGaming. Whether you're acing LOL, have nailed your Fortnite dance or mined your way into hell we want to see it all. ",GamingOnTikTok,,whattoplay,"From new game releases and announcements to community reviews and recommendations, #WhatToPlay rounds up all the latest in gaming.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,True,False,original sound - Garena Free Fire TH,free,68200000000.0,152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5100000,2024-05-19T15:22:45.000Z,,,dojacatwoman,,dojacat,Welcome to Planet Her 💫,dancechallenge,,adsthr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,original sound,ad,525800000000.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5100000,2024-03-20T18:40:34.000Z,sensibilidadfreefire,,freefirethofficial,,freefire_lover,,freefire,,sensibilidadefreefire,,pvpfreefire,,freefiredpi,,freefireedit,,sensibilidad,,configuracion,,configuracionesfreefire,,aibot,,macro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,La Mejor Musica para Jugar Free Fire,free,68200000000.0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5100000,2024-01-07T17:08:11.000Z,calvinklein,,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,False,False,som original,comercial,3100000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
509900,2024-03-12T23:20:16.000Z,motos,,motosmachala,,machala,,eloro,,factorybike🏁💯,,promo,,creditodirecto,,joker250cc,,sonidomotos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,Gorilla Mood,machala,3600000000.0,24,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
509000,2024-07-05T16:07:19.000Z,cuenca_ecuador🇪🇨❤,,comedia,"¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.",humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,fyppppppppppppppppppppppp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,sonido original,cuenca,11700000000.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50800000,2023-11-24T16:08:57.000Z,,,sedaprebioticos,,publi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,True,False,som original,publi,33700000000.0,76,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
506,2024-07-10T05:07:02.000Z,promo,,descuento,,tegnologia,,belleza,,hogar,,infantiles,,venta,,ecuador,,machala,,fy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,False,False,Rude Boy Klean Remix,promoecuador,748100.0,34,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
5041,2024-07-11T01:40:56.000Z,parati,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,sonido original,ecuador,195300000000.0,74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50400,2022-02-28T04:13:06.000Z,fyp,,ecuador🇪🇨,,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,sonido original,,,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
504,2024-07-11T01:00:02.000Z,refugiocervecero,,ccelbosque,,cocteles,,cervezaartesanal,,gastrobar,,musicaenvivo🎶,,karaoke,,fyp,,quito_ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,False,False,sonido original,promoecuador,748100.0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5035,2024-07-11T02:30:44.000Z,as_asmal,,cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,som original,cuenca,11700000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
501400,2024-05-06T05:37:04.000Z,salsaromantica,,salsita,,meenamore,"Enamórate del nuevo éxito de Shakira &quot;Me Enamoré&quot;;  Y muestranos tu mejores musicalys bailando y cantando, hasta que te canses, al ritmo de este nuevo hit.",salsaparadedicar,,dedicar,,santodomingo,,santodomingoecuador,,santodomingodelostsachilas,,santodomingoecuador🇪🇨,,latierritasantodomingo🇪🇨,,foryoupage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,False,sonido original,santodomingoecuador,1700000000.0,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5010,2024-07-10T17:00:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,False,False,sonido original - La Mejor Clase,publi,33700000000.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5003,2024-07-10T21:17:21.000Z,metas,,trend,,motivacion,encuentra o comparte ese mensaje que te mantiene en acción para alcanzar todos tus objetivos,azafata,,tripulantedecabina,,aviacion,,fyp,,parati,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,False,False,Barbie Princess Charm School,comerciales,789600000.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5000000,2024-06-07T01:13:30.000Z,magia,,magic,"Show us your mystical magical tricks in a musical, and make sure to tag it!",trucos,,magictrick,,detrasdecamaras,Esto es lo que pasa detrás de cámaras… 😅,fyp,,ivomagia,,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,False,False,sonido original,publi,33700000000.0,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5000000,2024-05-23T01:46:44.000Z,tengo_tengo_el_refrio_lleno,,Quito,,Foraneos,,para_ti,,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,sonido original,quito,36100000000.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5000000,2024-02-26T21:58:09.000Z,,,parqueaquatico,,parque,,ecuador,,quito,,bosque,,dinosaurios,,parquetematico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Una Foto Remix - Nicki Nicole,quito,36100000000.0,26,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5000000,2024-04-15T19:33:12.000Z,freefire,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,garenafreefire,,freefireindiaofficial,,foryou,,india,Hi India!!!😘😘😘,montage,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",beesto_freefire🌸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,оригинальный звук,free,68200000000.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5000000,2024-02-26T21:58:09.000Z,,,parqueaquatico,,parque,,ecuador,,quito,,bosque,,dinosaurios,,parquetematico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Una Foto Remix - Nicki Nicole,,,26,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
