diggCount,createTimeISO,hashtags_0_name,hashtags_0_title,hashtags_1_name,hashtags_1_title,hashtags_2_name,hashtags_2_title,hashtags_3_name,hashtags_3_title,hashtags_4_name,hashtags_4_title,hashtags_5_name,hashtags_5_title,hashtags_6_name,hashtags_6_title,hashtags_7_name,hashtags_7_title,hashtags_8_name,hashtags_8_title,hashtags_9_name,hashtags_9_title,hashtags_10_name,hashtags_10_title,hashtags_11_name,hashtags_11_title,hashtags_12_name,hashtags_12_title,hashtags_13_name,hashtags_13_title,hashtags_14_name,hashtags_14_title,hashtags_15_name,hashtags_15_title,hashtags_16_name,hashtags_16_title,hashtags_17_name,hashtags_17_title,hashtags_18_name,hashtags_18_title,hashtags_19_name,hashtags_19_title,hashtags_20_name,hashtags_20_title,hashtags_21_name,hashtags_21_title,hashtags_22_name,hashtags_22_title,hashtags_23_name,hashtags_23_title,hashtags_24_name,hashtags_24_title,hashtags_25_name,hashtags_25_title,hashtags_26_name,hashtags_26_title,hashtags_27_name,hashtags_27_title,hashtags_28_name,hashtags_28_title,hashtags_29_name,hashtags_29_title,hashtags_30_name,hashtags_30_title,hashtags_31_name,hashtags_31_title,hashtags_32_name,hashtags_32_title,hashtags_33_name,hashtags_33_title,hashtags_34_name,hashtags_34_title,hashtags_35_name,hashtags_35_title,hashtags_36_name,hashtags_36_title,hashtags_37_name,hashtags_37_title,hashtags_38_name,hashtags_38_title,hashtags_39_name,hashtags_39_title,hashtags_40_name,hashtags_40_title,hashtags_41_name,hashtags_41_title,hashtags_42_name,hashtags_42_title,hashtags_43_name,hashtags_43_title,hashtags_44_name,hashtags_44_title,hashtags_45_name,hashtags_45_title,hashtags_46_name,hashtags_47_name,hashtags_47_title,hashtags_48_name,hashtags_48_title,input,isAd,isMuted,musicMeta_musicName,searchHashtag_name,searchHashtag_views,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
621000,2023-12-27T02:22:40.000Z,fyp,,foryou,,fypシ,,quito,,ecuador,,fypシ゚viral,,hermanos,,comedia,"¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.",mexico,México lindo y querido! 🇲🇽🇲🇽 No olvides utilizar el tag #mexico en tu video!,colombia,,fy,,familia,comparte todo lo relacionado a ese grupo de personas que conforman tu hogar 🏡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,sonido original,quito,36100000000.0,31,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62100,2023-12-12T11:18:48.000Z,wizkidayo,,fc,,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,original sound,machala,3600000000.0,68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,2024-07-10T19:51:14.000Z,,,fypシ゚viral,,fypシ゚viral,,fypシ゚viral,,fypシ゚viral,,10millionviews,,10millionviews,,10millionviews,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,ypppppppppppppppppppppppppppppp,,ypppppppppppppppppppppppppppppp,,fypppppppppppppppppppppp,,machala,,fypppppppppppppppppppppppppppppp,,fypシ,,wizkidfc❤️🖤🦅,,wizkidfc❤️🖤🦅,,fypppppppppppppppppppppppppppppp,,10millionadoptions,,trendingsong,,trendingsong,,trendingsong,,fypシ゚viral,,fypシ゚viral,,viraltiktoks,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,worldwide,,10millionadoptions,,wizkidfc❤️🖤🦅,,fypppppppppppppppppppppppppppppp,,fypppppppppppppppppppppppppppppp,,10millionadoptions,fypシ,,machala,,machala,False,False,original sound,machala,3600000000.0,17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62,2024-07-11T01:44:08.000Z,rocky,,moviereview,,movierecommendation,,filmtiktok,,fyp,,paratii,,xyzbca,Asla bir sonraki hamleni bilmelerine izin verme! 👀,ae,,pinchetiktokponmeenparati,,ponmeenparati,,publi,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",nicopipivela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,False,False,Love You So,publi,33700000000.0,28,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61800,2024-02-16T21:22:01.000Z,ideia,,date,,dateideas,,loja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,False,False,Montagem Rave Eterno,loja,8300000000.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6168,2024-07-10T17:31:53.000Z,ewc,,ffwsbr,,freefire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,som original,free,68200000000.0,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
615,2024-06-13T04:37:32.000Z,machala,,machalavivelamusica2024,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,trending,"Discover the top viral trends, sounds and effects of the week! 🔥",love,Spread the #Love this Valentine's Day ❤️.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,sonido original,machala,3600000000.0,16,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
614800,2024-02-06T22:23:24.000Z,dj,Are you the one responsible for the music this summer? Get inspiration from DJs around the world here.,paredao,,audio,,loja,,locutor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,False,False,som original,loja,8300000000.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
614000,2024-04-20T20:35:29.000Z,arayfer,,realmadrid,,tienda,,jersey,జెర్సీ సినిమా నుంచి ఏదైనా మంచి డైలాగ్ లేదా పాటకు టిక్ టాక్ చేసి మీ యాక్టింగ్ ప్రతిభను చూపించండి,nuevo,,caro,,morado,,comprar,,madrid,,país,,españa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,sonido original,tienda,9700000000.0,17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61400,2024-04-10T05:02:59.000Z,plangratis,,dondeircdmx,,quehacercdmx,,joerecomienda,,lugaresparavisitar,,museoscdmx,,cdmxparatodos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,False,False,i like the way you kiss me,gratis,18300000000.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61300,2023-09-13T00:10:01.000Z,ceraveskincare,,acnecontrolcleanser,,foamingcleanser,,niacinamida,,retinolskincare,,pielgrasasolución,,acidoglicolico,,limpiadorescerave,,ceravelovers,,santodomingoecuador,,foamingcleanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,False,sonido original,santodomingoecuador,1700000000.0,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6121,2023-09-19T22:54:12.000Z,citasdeamor,,citasromanticas,,ideasdecitas,,actividadesenpareja,,quehacerenambato,,ambato,,pistadehielo,,pistadepatinajedehielo,,patines,,patinarsobrehielo,,lugaresdivertidos,,ecuador,,vlog,share with us your daily life and your most special moments! We wanna see your best original vlogs !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,False,False,Let It Snow! Let It Snow! Let It Snow!,ambato,4600000000.0,47,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
61200,2024-06-30T11:18:54.000Z,publiviewing,,em2024,,em24,,fussballem,,fanmeile,,heringsdorf,,ostsee,,europameisterschaft,,euro2024,UEFA EURO 2024 is here! Join the excitement of Europe’s month-long festival of football by sharing your videos using #EURO2024!,majortom,,fy,,fyp,,fürdich,Ein Song der nie vergeht! Macht mit beim neuen Remix von @diemai 😍 Einfach ein Duett machen zur aktuellen Single &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;quot;Für Dich&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;quot; und ein live.ly Meet&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;Greet mit Vanessa Mai gewinnen 🔥,ostseeliebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,False,False,"ZEIT, DASS SICH WAS DREHT",publi,33700000000.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6111,2024-06-28T10:59:26.000Z,keşfet,https://m.tiktok.com/magic/eco/runtime/release/60c316c395fb69030c86725a?appType=muse?magic_source=CM,keşfetteyizzz,,keşfetolmabüyüsü✨🔮,,keşfetbeni,,gratis,,gratisongkir,,gratisindirimi,,keşfetedüş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,False,False,DALE DON DALE,gratis,18300000000.0,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61100,2024-04-05T17:22:39.000Z,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,cartoonnetwork,,comerciales,,lacq,,unshowmas,,horadeaventura,,disneyxd,,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,memestiktok,¡Llegaste al lugar indicado para encontrar memazos! Cada viernes podrás encontrar a los 9 #MEMESTikTok oficiales de la semana.,comercialesretro,,novelasmexicanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,False,False,sonido original,comerciales,789600000.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
610,2024-07-11T01:46:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,Cabin Fever,free,68200000000.0,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,2024-07-10T14:02:27.000Z,ecuador🇪🇨,,lareina,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,flypシ,,santodomingoecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,False,original sound,santodomingoecuador,1700000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
61,2024-07-11T02:33:18.000Z,cuenca_ecuador🇪🇨❤,,futbol⚽️,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,peloteros,,salsa,"Celebra el legado de la #Salsa en Latinoamérica, desde sus orígenes y su influencia en la música contemporánea 💃💃💃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,sonido original,cuenca,11700000000.0,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6098,2024-05-25T16:53:03.000Z,guayaquil_ecuador,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,guayaquil,,kartodromo,,ecuador,,feriadoecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,Tokyo Drift,guayaquil,36900000000.0,32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6090,2024-07-11T00:27:42.000Z,,,publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,False,False,"Elegant and gentle, Boccellini's Menuet",publicidad,59000000000.0,73,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
609,2024-07-10T18:09:25.000Z,fyp,,parati,,haul,Any excuse for a fashion haul...,ootd,What's your #OOTD?,outfit,,jacket,,ropa,,tiendaderopa,,otavalo,,ecuador,,quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,2000,quito,36100000000.0,35,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6089,2024-07-10T19:22:33.000Z,fortnite,,tiendafortnite,,fortnitec5s3wrecked,,elultimoenquedar,,blackpinkofficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,Circle The Drain,tienda,9700000000.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60800,2024-07-05T20:34:45.000Z,jhlabogados,,fyp,,abogadostiktok,,ecuador,,quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,sonido original,quito,36100000000.0,15,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60700,2024-05-16T17:14:26.000Z,,,italiadeluxe,,fyp,,parati,,maquillajetips,¡Gurús de maquillaje comparte con nosotros tus tips de belleza! 💅💄,thirstypoutlipgloss,,maquillajedelcentro,,gloss,,ventademaquillaje,,glowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,lydia deetz x oblivion grimes,tienda,9700000000.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60600,2024-06-06T23:26:21.000Z,peru,,tienda,,milindatierra,,gastronomia,,minnesota,,minneapolis,,latinos,,peruanos,,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,sonido original,tienda,9700000000.0,183,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
604500,2024-01-19T00:56:06.000Z,adbeat,,adyah,,alliyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,original sound - AD BEAT,ad,525800000000.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60400,2023-08-05T10:48:31.000Z,cocacola,,iklan,,edit,Llevando tu contenido al siguiente nivel 🔥 todos los trucos y tips para aprender a editar tus videos en TikTok.,behindthescenes,Share your #BehindTheScenes moments,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut.  Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",school,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,fyp,,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,False,False,suara asli - donggaf,comerciales,789600000.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
604,2024-07-11T02:01:38.000Z,,,,,urgente🚨,,ecuador🇪🇨,,danielnoboapresidente,,barcazas,,noboaeslasso,,elnuevoecuador,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,isabelnoboaesmitia🤣,,politica,"O TikTok valoriza a criatividade e a expressão tanto quanto a autenticidade e a integridade. Manter nossos usuários seguros é nossa maior prioridade. Ao criar, visualizar ou interagir com conteúdo relacionado às eleições, lembre-se: 1. Sempre siga nossas Diretrizes da Comunidade. Elas proíbem desinformação que possa causar dano ou enganar nossos usuários e o público em geral, incluindo conteúdo sobre eleições ou outros processos cívicos. 2. Relate qualquer conteúdo que possa violar nossas Diretrizes da Comunidade. 3. Verifique a veracidade da informação utilizando recursos confiáveis como https://www.tse.jus.br/ , principalmente se você questiona a veracidade.",augustotandazo,,ecuadorendirecto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,sonido original,ecuador,195300000000.0,550,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6026,2024-07-10T16:05:56.000Z,fortnite,,tiendafortnite,,fortnitec5s3wrecked,,elultimoenquedar,,fortniteog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,Linger - Iain Cook Remix,tienda,9700000000.0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60200,2024-04-06T20:30:35.000Z,ecuador,,guayaquil,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,novedades,,coloresinfinitos,,xyzcba,,fypシ,,centrodeguayaquil,,papeleriakawaii,,papeleriabonita,,importadoresdirectos,,regresoaclases2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,sonido original,guayaquil,36900000000.0,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
602,2024-07-10T23:12:56.000Z,ingenieríaindustrial,,ingeniería,,industrial,,gratis,,ingles,,inglesfacil,,cursos,,inglesonline,,inglesgratis,,cursosgratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,False,False,Drift Night,gratis,18300000000.0,86,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
601700,2023-12-22T19:20:47.000Z,juniormavity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,False,False,Convéncete,comercial,3100000000.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
601300,2024-02-14T20:54:20.000Z,amem,,gratidao,,reflexao,,camilabarros,,fyp,,fyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,False,False,som original,gratis,18300000000.0,62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60000,2024-06-15T13:57:58.000Z,kosmetikviral,,localbrand,,makeup,"From everyday looks to all out glamour, show us your makeup skills 💄",localbkotamasai,,localb,,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,False,False,Dj Komang Perayaan Mati Rasa,local,6900000000.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600,2024-07-11T00:14:39.000Z,afe,,parati,,culturaldifference,,emprendedoresdeexito,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,oufit,,conjuntos,,riobamba_ecuador,,guayaquil_ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,sonido original,guayaquil,36900000000.0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,2024-07-11T02:03:07.000Z,,,maybelline,,superstaylumimatte,,makeupdecoded,,makeup,"From everyday looks to all out glamour, show us your makeup skills 💄",maybellinecl,,publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,False,False,sonido original,publicidad,59000000000.0,226,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,2024-06-19T14:51:40.000Z,publicité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,False,False,Love and Roses,publi,33700000000.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,2022-11-03T10:51:40.000Z,pubtv,,commercialad,,beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,False,False,son original,publi,33700000000.0,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
599800,2024-05-03T10:38:30.000Z,fyp,,fypシ,,4u,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,foryou,,foryoupage,,becky,,pfreen,,freenbecky,,freensarochachankimha,,rebeccapatriciaarmstrong,,loyalpin,,uranus2324,,freenbecky,,becky,,beckysangels,,beckyarmstrong,,armstrong,,rebeccaarmstrong,,schafreen,,freensarocha,,sarochafreen,,sarocha,,freen,,beckfreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,False,False,오리지널 사운드 - KISS OF LIFE,free,68200000000.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
599300,2022-05-26T14:59:38.000Z,dubai,,filmmaking,,commercial,,,,bts,,behindthescenes,Share your #BehindTheScenes moments,filmmakersworld,,marketing,,advertising,,contentcreation,,contentcreator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,False,False,original sound,comerciales,789600000.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5981,2024-05-20T00:03:43.000Z,ecuador,,ecuadortiktok,,ecuador🇪🇨,,ecuadortravel,,ecuadorturistico,,fyp,,parati,,travel,"🌟The world is a book and those who don't travel read only one page 🏄🌴Now recollect your best travel memories from your camera roll, 📷and share the stories behind!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,roslyn,,,61,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59600,2024-05-27T01:29:55.000Z,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",?gachallife💜même,,gacha,,fyp,,fypシ,,fypシ゚viral,,?gachallife💜,,fypシforyoupage,,roadtrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,False,False,Been a year daddy,local,6900000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596,2024-07-10T22:56:35.000Z,happy,happy,foryoupage,,trandingvideo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,False,False,original sound,publi,33700000000.0,210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595900,2024-03-23T11:15:37.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,suara asli - Adliyy_,ad,525800000000.0,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5946,2024-05-20T15:27:04.000Z,alfombrasdebaño,,alfombras,,ofertaespecial,,elkostoymás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,False,False,Me Gustas Un Chingo,ofertas,14200000000.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594400,2024-03-23T12:04:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,original sound,ad,525800000000.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
