playCount,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
9300000,2024-02-02T02:35:06.000Z,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9300000,2023-04-24T19:47:44.000Z,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9300000,2024-01-16T15:02:15.000Z,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92800,2023-07-23T07:55:45.000Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926200,2024-04-14T23:02:15.000Z,0,0,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
92600,2023-03-20T11:42:00.000Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92600,2023-03-20T11:42:00.000Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924600,2024-05-31T18:47:47.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,2024-07-11T01:15:30.000Z,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924000,2024-05-31T21:54:11.000Z,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
923900,2024-05-24T03:52:36.000Z,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92300,2024-06-07T20:16:36.000Z,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
921800,2024-06-21T13:40:40.000Z,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
921800,2024-06-21T13:40:40.000Z,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
920600,2023-12-19T13:08:36.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9200000,2024-01-19T00:56:06.000Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9200000,2024-02-15T05:54:13.000Z,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9200000,2024-06-16T10:52:36.000Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917900,2024-03-10T19:49:06.000Z,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917000,2024-01-09T21:04:57.000Z,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
915100,2024-02-01T03:08:45.000Z,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
913,2024-07-10T20:34:02.000Z,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100000,2024-01-27T15:15:17.000Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9100000,2024-03-21T19:09:15.000Z,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,2024-07-10T23:50:16.000Z,0,0,21,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90300,2024-02-28T18:28:20.000Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
901600,2024-03-13T17:07:03.000Z,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,2022-09-19T15:41:40.000Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9013,2024-02-24T16:57:05.000Z,0,0,59,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9008,2024-07-10T23:51:48.000Z,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900200,2024-05-07T16:24:46.000Z,0,0,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
