diggCount,createTime,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca,hashtags_0_name,hashtags_1_name,hashtags_2_name,hashtags_3_name,hashtags_4_name,hashtags_5_name,hashtags_6_name,hashtags_7_name,hashtags_8_name,hashtags_9_name,hashtags_10_name,hashtags_11_name,hashtags_12_name,hashtags_13_name,hashtags_14_name,hashtags_15_name,hashtags_16_name,hashtags_17_name,hashtags_18_name,hashtags_19_name,hashtags_20_name,hashtags_21_name,hashtags_22_name,hashtags_23_name,hashtags_24_name,hashtags_25_name,hashtags_26_name,hashtags_27_name,hashtags_28_name,hashtags_29_name,hashtags_30_name,hashtags_31_name,hashtags_32_name,hashtags_33_name,hashtags_34_name,hashtags_35_name,hashtags_36_name,hashtags_37_name,hashtags_38_name,hashtags_39_name,hashtags_40_name,hashtags_41_name,hashtags_42_name,hashtags_43_name,hashtags_44_name,hashtags_45_name,hashtags_46_name,hashtags_47_name
82600,1719471025,2024-06-27T06:50:25.000Z,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jeansmurah,beli1gratis1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1720655331,2024-07-10T23:48:51.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samsung,samsunggalaxy,samsunga54,samsunga55,samsunga24,samsunga34,samsungberbagi,hpgratis,bagibagihp,fyp,masukberanda,foryoupage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1720655575,2024-07-10T23:52:55.000Z,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bomdia,quintafeira,oraçao,deus,fe,pazeluz,rosiane3560,tiktokvideos,foryoupage,mensagemdereflexão,gratidaoadeusportudo,bomdiacomdeus,cristao,feemdeus,diostebendiga,11dejulho,felizquintafeira,diaabencoado,mensagemdedeus,oraçaododia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,1720646466,2024-07-10T21:21:06.000Z,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pudimdeleite,pudim,pudimdeleitecondensado,anamariabraga,maisvoce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236400,1713231441,2024-04-16T01:37:21.000Z,1,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,equipodegaming,sonidoépico,jugartodoeldía,gratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59400,1717719703,2024-06-07T00:21:43.000Z,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,universidadgratis,universidad,sep,mexico,unadm,orgulloycorazon,orgulloycorazonunadm,educacion,estudiante,universitario,licenciatura,posgrado,maestria,ingenieria,educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94100,1720083859,2024-07-04T09:04:19.000Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,birthdaytreats,makangratis,ultah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284600,1717169279,2024-05-31T15:27:59.000Z,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tsukiodyssey,tendencia,trend,Twitter,móvil,gratis,cozygames,Aesthetic,cozy,vegetta777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50900,1715215877,2024-05-09T00:51:17.000Z,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cdmx,ciudaddemexico,gratis,sueños,expo,centrodeculturadigital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000000,1706228870,2024-01-26T00:27:50.000Z,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capcut,maimiloj,milo,viral,plantillas,plantillagratis,plantillascapcut,plantillas_edits,capcutmexico,amor,pareja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83700,1720317426,2024-07-07T01:57:06.000Z,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reflexion,inspiración,motivacion,motivaciónpersonal,motivacional,educaciónemocional❤🙌🏽😊,aromadevida,aprendizaje,reflexionesdelavida,pensamientosyreflexiones,psicologiayreflexion,psicología,parati,pyf,viral,amor,dantegebel,anuncios,disciplinatour,amorpropioo,exito,vida,metas,pensamientos,mentalidad,dios,mindset,mindsetmotivation,,,,,,,,,,,,,,,,,,,,
49200,1718336309,2024-06-14T03:38:29.000Z,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,intensamente,intensamente2,gratis,dondeircdmx,quehacercdmx,cdmx,vasotequedas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374200,1708011677,2024-02-15T15:41:17.000Z,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pobrelk,skinsvibexitado,freefire,skinsparaduo,combinaçõespara4v4,outfitff,skinspara2x2,skinsgratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555700,1713550428,2024-04-19T18:13:48.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovelyrunner,byunwooseok,kdrama,fypシ,lovelyrunnerdiviu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75100,1716522756,2024-05-24T03:52:36.000Z,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ypf,hamburguesa,burger,gratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80000,1717945664,2024-06-09T15:07:44.000Z,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exhibitiongratis,exhibitionjakarta,pamerangratisjakarta,explorejakarta,dateideajakarta,hangoutdijakarta,placetogojkt,pameranterbaru,dateideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754800,1710116743,2024-03-11T00:25:43.000Z,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,webdrama,privatebodyguarddiviu,fyp,aryamohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355400,1715740008,2024-05-15T02:26:48.000Z,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,videojuegos,recomendacionesdevideojuegos,videojuegosgratis,juegosgratis,onearmedcook,juegospc,pcgaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46200,1719084849,2024-06-22T19:34:09.000Z,0,0,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new,vlog,fy,cumparaturi,gratis,free,chio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1684802627,2023-05-23T00:43:47.000Z,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nike,airjordan1,aftereffects,aprendavfx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1713552588,2024-04-19T18:49:48.000Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,productvideography,ugc,productcommercial,fyp,alcoreels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1670417544,2022-12-07T12:52:24.000Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fürdich,fürdichpage,fyp,fyp,viral,goviral,foryou,foryoupage,commercial,advertisement,lays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,1597838524,2020-08-19T12:02:04.000Z,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iphone,iphone11,productphotography,videography,behindthescene,apple,fyp,foryou,foryoupage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400000,1674746652,2023-01-26T15:24:12.000Z,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,publicidad,diseñografico,diseño,flyer,heladodecoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24800,1655297420,2022-06-15T12:50:20.000Z,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,videography,commercial,advertisment,camerawoman,bts,camerawoman,filmmaker,nanlite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45800,1655488132,2022-06-17T17:48:52.000Z,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,epiccommerciaal,productvideography,phonetutorial,videographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,1651521502,2022-05-02T19:58:22.000Z,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,danielschiffer,broll,foodbroll,foodcommercial,premierepro,moroccan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175500,1623140450,2021-06-08T08:20:50.000Z,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foryou,weirdcommercials,tv,trend,ntr,heartbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364500,1714078493,2024-04-25T20:54:53.000Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foryou,fyp,psa,psas,publicserviceannouncement,advertisment,publicinformation,publicinformationfilms,scarypsa,disturbingpsa,commercial,scarycommercial,foryoupage,xyzbca,netherlands,thenetherlands,fireworks,fireworksafety,firesafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,1655506992,2022-06-17T23:03:12.000Z,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cocacola,coke,productvideography,productvideo,🥤,🎥,ytuquetomas,solofilmmaker,filmmaker,editing,technique,work,ae,pr,product,shooting,socialads,ads,spec,specad,speccommercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1663405643,2022-09-17T09:07:23.000Z,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,filmtok,videography,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000000,1686615278,2023-06-13T00:14:38.000Z,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkcoffee,cafe,publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,1645077896,2022-02-17T06:04:56.000Z,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,comercialesvintage,mexico,parati,viral,cringe,turbio,miedo,alcoholicosanonimos🍺🍺🍺🍺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41600,1691240572,2023-08-05T13:02:52.000Z,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1669248450,2022-11-24T00:07:30.000Z,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad_preset,tiktok,trending,trend,foryourpage,foryoupage,foryoupage,foryou,fyppppppppppppppppppppppp,fypdongggggggg,fypage,fypp,fypシ゚viral,fypシ,fyp,fy,f,pitiknisird,cocacola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1713581105,2024-04-20T02:45:05.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capcut,tiktokviral,funnyadvertising,funnycomercials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,1618375228,2021-04-14T04:40:28.000Z,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,video,videographer,commercial,cocacola,philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1648204681,2022-03-25T10:38:01.000Z,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canva,commercial,lays,commercialmaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,1685230128,2023-05-27T23:28:48.000Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fyp,short,school,edit,fypシ,oreo,fun,project,food,yummy,snack,viral,trending,diy,shorts,editor,editing,treat,icecream,canada,trend,candy,fypシ゚viral,cookies,summer,weekend,oreocookie,oreolover,oreoicecream,,,,,,,,,,,,,,,,,,
92400,1686258280,2023-06-08T21:04:40.000Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,timonypumba,timonandpumba,marketing,hulahula,insurance,insurancetiktok,insuranceagent,comedy,comedia,elpaso,elpasotx,elpasotexas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,1714107343,2024-04-26T04:55:43.000Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bigbrew,advertising,marketingstrategy,transition,kape,milktea,trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1702942919,2023-12-18T23:41:59.000Z,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,doritos,comercial,videoproduction,perfumevideography,videography,videopromocional,videocomercial,videography,comercialdoritos,doritos,doritosvzla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,1643170862,2022-01-26T04:21:02.000Z,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fakead,cocacola,filmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,1715005861,2024-05-06T14:31:01.000Z,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marketingstrategy,wheretoeatinbulacan,cafelavie,memes,fyp,smallbusinessowner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1714875792,2024-05-05T02:23:12.000Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tiktokshop,transitiontrend,meme,marketingmemestrategy,fypシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,1666797848,2022-10-26T15:24:08.000Z,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pringles,pringlesphilippines,advertising,motiongraphics,multumedia,art,motiongraphicsdesign,adobe,adobeaftereffects,motion,graphics,tiktokphilippines,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,1610100354,2021-01-08T10:05:54.000Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,luiscorreia82anos,piauiense,nordeste,viverbemsaudavel,teresina,brasiliadf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488,1720651687,2024-07-10T22:48:07.000Z,0,0,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,ecuador,cuenca,otavalo,turismoecuador,soynenita,entretenimiento,humor,lugaresturisticos,jenny15dedos,turi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105500,1719835951,2024-07-01T12:12:31.000Z,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parati,paratii,foryou,fpyシ,viral,fyp,ecuador,exuador🇪🇨,quito_ecuador🇪🇨,latri,ecuadorvsmexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100000,1712521548,2024-04-07T20:25:48.000Z,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solidaridad,archidona_napo_ecuador🇪🇨,parati,fypシ゚viral,ayuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,1720664392,2024-07-11T02:19:52.000Z,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,colombia,copaamerica,futbol,reaccion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1720662056,2024-07-11T01:40:56.000Z,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parati,viral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30000,1720158117,2024-07-05T05:41:57.000Z,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,football,argentina,ecuador,copaamerica,dibumartínez,penales,messi,humor,icarly,comparison,picassokai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38500,1717792670,2024-06-07T20:37:50.000Z,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jayac,jayacecuador,jayacecuador🇪🇨,intiraymi,tendencias,ecuador,parati,paratii,fyp,foryoupage,paratii,zapateado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42400,1720149808,2024-07-05T03:23:28.000Z,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,futbol,ecuador,latri,fyp,eliminado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40900,1717602910,2024-06-05T15:55:10.000Z,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missuniversoecuador,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,1720654140,2024-07-10T23:29:00.000Z,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fypシ゚,mexico,fyp,brazil,dance,traditional,ecuador,fy,colombia,foryou,🇲🇽,viral,usa,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77100,1719812417,2024-07-01T05:40:17.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fypシ,parati,copaamerica2024,ecuador🇪🇨,manotengofe,venezuela,lavinotinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1720654919,2024-07-10T23:41:59.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,viral,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,xyzbca,fpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190300,1718978766,2024-06-21T14:06:06.000Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador🇪🇨,fyp,viral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1720665497,2024-07-11T02:38:17.000Z,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149300,1712832131,2024-04-11T10:42:11.000Z,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wildeagle,smashburger,eatlocalohio,ohiofood,ohiofoodie,clefoodies,ohioproud,clefoodie,clegram,clefood,ohiolove,cleeats,eatlocalohio,clevelandeats,clevelandfoodies,ohiocity,ohioblogger,clefood,clevelandblogger,thisiscle,clevelandfood,cleveland,ohio,exploreohio,ohioblogger,theland,clevelandblogger,clevelandohio,clevelandbrowns,clevelandcavs,,,,,,,,,,,,,,,,,,
1019,1686939921,2023-06-16T18:25:21.000Z,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fypシ,fyp,fy,foryourpage,trending,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103200,1718291722,2024-06-13T15:15:22.000Z,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,localnews,expert,studyabroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101300,1710920056,2024-03-20T07:34:16.000Z,0,0,122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,flaterth,localsun,sun,is,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77100,1717410946,2024-06-03T10:35:46.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,funkylocals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128500,1718209751,2024-06-12T16:29:11.000Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,farmersmarket,localfarmersmarket,localmarket,shoplocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100,1720625855,2024-07-10T15:37:35.000Z,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000000,1711174162,2024-03-23T06:09:22.000Z,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fyp,fypシ゚viral,vegas,vegastiktok,fyyyyyyyyyyyyyyyy,lasvegaslocals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89600,1715433819,2024-05-11T13:23:39.000Z,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,localhero,kabirfaisal443,tredingvideo,viral,foryoupage,foryou,bdtiktokofficial🇧🇩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266300,1716204472,2024-05-20T11:27:52.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,funkylocals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1720653321,2024-07-10T23:15:21.000Z,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,explosionquimica,melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41800,1714584330,2024-05-01T17:25:30.000Z,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,localbrand,myanmarthrift,stableedge,noreplacementsfound,nrf,myanmar,minusx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1720665106,2024-07-11T02:31:46.000Z,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nature,scary,forest,animal,darkmoose,darkmooseman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,1720660149,2024-07-11T01:09:09.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391300,1716324046,2024-05-21T20:40:46.000Z,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doggydaycare,localbark,dogdaycare,dogsofsacramento,sactowndogs,welovedogs,ranchocordova,sacramentodogs,stayplaylearn,dogsofranchocordova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800,1720635001,2024-07-10T18:10:01.000Z,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad,,findthedipthathits,subwaypartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199500,1711960471,2024-04-01T08:34:31.000Z,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capcut,thisislocalhero,kabirfaisal443,ajairapublic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,1720661563,2024-07-11T01:32:43.000Z,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371700,1713587982,2024-04-20T04:39:42.000Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thisislocalhero,capcut,kabirfaisal443,ajairapublic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60000,1718459878,2024-06-15T13:57:58.000Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kosmetikviral,localbrand,makeup,localbkotamasai,localb,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,1720647057,2024-07-10T21:30:57.000Z,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452400,1712384940,2024-04-06T06:29:00.000Z,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thisislocalhero,kabirfaisal443,ajairapublic,,,capcut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55000,1704392979,2024-01-04T18:29:39.000Z,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,localemagazine,carmelbythesea,monterey,bigsur,cottagecore,fairytalecottage,storybook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898800,1706676187,2024-01-31T04:43:07.000Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kabirfaisal443,thisislocalhero,ajairapublic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47700,1718082008,2024-06-11T05:00:08.000Z,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,help,makeup,beautyph,makeuptips,makeuproutine,foundation,longlasting,oilyskin,makeuphacks,localbrand,local,fyp,fypp,foryouu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54500,1713170692,2024-04-15T08:44:52.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mr_local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
