diggCount,createTime,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca,hashtags_0_name,hashtags_1_name,hashtags_2_name,hashtags_3_name,hashtags_4_name,hashtags_5_name,hashtags_6_name,hashtags_7_name,hashtags_8_name,hashtags_9_name,hashtags_10_name,hashtags_11_name,hashtags_12_name,hashtags_13_name,hashtags_14_name,hashtags_15_name,hashtags_16_name,hashtags_17_name,hashtags_18_name,hashtags_19_name,hashtags_20_name,hashtags_21_name,hashtags_22_name,hashtags_23_name,hashtags_24_name,hashtags_25_name,hashtags_26_name,hashtags_27_name,hashtags_28_name,hashtags_29_name,hashtags_30_name,hashtags_31_name,hashtags_32_name,hashtags_33_name,hashtags_34_name,hashtags_35_name,hashtags_36_name,hashtags_37_name,hashtags_38_name,hashtags_39_name,hashtags_40_name,hashtags_41_name,hashtags_42_name,hashtags_43_name,hashtags_44_name,hashtags_45_name,hashtags_46_name,hashtags_47_name
565400,1719802442,2024-07-01T02:54:02.000Z,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,futbol,copaamerica,mexico,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178700,1718586202,2024-06-17T01:03:22.000Z,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,1720658707,2024-07-11T00:45:07.000Z,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,tiktokecuador,ecuadortiktok🇪🇨,ennervalencia,brasileirao,inter,seleccionecuatoriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733800,1720309945,2024-07-06T23:52:25.000Z,0,0,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parati,trendecuador,ecuador,asoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394100,1720067531,2024-07-04T04:32:11.000Z,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,viral,fypシ,copaamerica,ecuador,argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120600,1719059762,2024-06-22T12:36:02.000Z,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,armyecuador,btsecuador,btsxarmy,bt21,bts,fyp,fypシ゚,army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1717796289,2024-06-07T21:38:09.000Z,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kendrypaez,kendrypaez🇪🇨,novia,nuevanovia,independientedelvalle,ecuador🇪🇨,ecuadortiktok,flypシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700000,1714684142,2024-05-02T21:09:02.000Z,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fypシ,ecuador,viral,parati,foryoupage,ecuador🇪🇨,fyp,bestie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148100,1719800792,2024-07-01T02:26:32.000Z,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,copaamerica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221000,1719766157,2024-06-30T16:49:17.000Z,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,copaamerica2024,copaamerica,ecuador,latriecuador,ecuadorvsmexico,seleccionecuatoriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66500,1718169356,2024-06-12T05:15:56.000Z,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parati,fypシ,ecuador,viral,bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1720650152,2024-07-10T22:22:32.000Z,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fyp,ecuador,parati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000,1720136365,2024-07-04T23:39:25.000Z,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fyp,loja,catamayo,celulares,ecuador,ecuador,electrodomesticos,vir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694,1717353651,2024-06-02T18:40:51.000Z,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mood,ecuador,fypage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,1720632939,2024-07-10T17:35:39.000Z,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,metrodequito,gobierno,todos,riesgo,economia,transporte,noticias,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716800,1718731137,2024-06-18T17:18:57.000Z,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,precio,barato,dulcecampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76100,1718578197,2024-06-16T22:49:57.000Z,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1720653995,2024-07-10T23:26:35.000Z,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fypシ,tiktokviralvideo,ecuador🇪🇨❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,1720648639,2024-07-10T21:57:19.000Z,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92300,1713582544,2024-04-20T03:09:04.000Z,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177200,1711759619,2024-03-30T00:46:59.000Z,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,erikavelez,lucianaguschmer,🇪🇨,ecuador,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111200,1720100687,2024-07-04T13:44:47.000Z,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,parati,latri,pierohincapie,messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,1720652023,2024-07-10T22:53:43.000Z,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,elyguaminga,ecuador,loveyourself,morocha,indigena,sunset,atardecer,parati,viral,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69400,1715820593,2024-05-16T00:49:53.000Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,recuerdos,paratii,parati,fypシ,futbol,ligaproecuador,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176400,1719452152,2024-06-27T01:35:52.000Z,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,parati,ecuador,musica,latri,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29900,1715905513,2024-05-17T00:25:13.000Z,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,danielnoboa,fypシ,labiniavalbonesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13500,1711149354,2024-03-22T23:15:54.000Z,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fyp,kyliejenner,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,1720648343,2024-07-10T21:52:23.000Z,0,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fyp,foryou,parati,delivery,quito,ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28100,1719085771,2024-06-22T19:49:31.000Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,copaamerica,ecuador🇪🇨,latinoamerica,venezuela🇻🇪,futbol,fyp,futbol⚽️,viral,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,1720657912,2024-07-11T00:31:52.000Z,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bln,parati,tendencias,ecuador,tv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445300,1720548956,2024-07-09T18:15:56.000Z,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25100,1720629515,2024-07-10T16:38:35.000Z,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ghdduetblowdry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800,1720635001,2024-07-10T18:10:01.000Z,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad,,findthedipthathits,subwaypartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1720639498,2024-07-10T19:24:58.000Z,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad,nationalfrenchfryday,,nationalfrenchfryday,mccainfryday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,1720643814,2024-07-10T20:36:54.000Z,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad,,maybellinepartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500000,1713118602,2024-04-14T18:16:42.000Z,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,1720637214,2024-07-10T18:46:54.000Z,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ghdduetblowdry,ghdhair,duetblowdry,ghd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1720658491,2024-07-11T00:41:31.000Z,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621,1720657843,2024-07-11T00:30:43.000Z,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fyp,ad,تجارب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20700,1720632667,2024-07-10T17:31:07.000Z,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,sheglam,sheglameyeson,sheglameyebrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458000,1708805945,2024-02-24T20:19:05.000Z,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad,asmr,cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1720667223,2024-07-11T03:07:03.000Z,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,luckydip,custom,order,ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,1720635316,2024-07-10T18:15:16.000Z,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,nyxcosmetics,lancomeofficial,maybelline,makeupsquad,makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381900,1706668731,2024-01-31T02:38:51.000Z,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cd,cds,cdcollection,compactdisc,cherrypie,warrant,warrantband,uncletomscabin,spotify,spotifyads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1720664364,2024-07-11T02:19:24.000Z,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400000,1713539598,2024-04-19T15:13:18.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stitch,,adsvsreality,instagramvsreality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561500,1715026863,2024-05-06T20:21:03.000Z,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1720665178,2024-07-11T02:32:58.000Z,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad,galaxyai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289200,1718540279,2024-06-16T12:17:59.000Z,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,أحمد_عبد_الفضيل,دنيا_سمير_غانم,حب,love,fyp,تريند,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290900,1719753320,2024-06-30T13:15:20.000Z,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,spingganbalikpapan,fyp,fypシ゚viral,soibahdee,abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359000,1717866977,2024-06-08T17:16:17.000Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706000,1714760987,2024-05-03T18:29:47.000Z,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,onlylove,song,memories,听歌,歌曲改编,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33500,1720637576,2024-07-10T18:52:56.000Z,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,justicebuys,amazonfinds,amazon,pets,dogs,dog,petproducts,dogsoftiktok,dogmom,dogtok,petsoftiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33100,1720631777,2024-07-10T17:16:17.000Z,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adstyles,crew07,muharam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253500,1715287686,2024-05-09T20:48:06.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adgilsantos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695100,1715474725,2024-05-12T00:45:25.000Z,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246700,1719394475,2024-06-26T09:34:35.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adsthr,cardibup,updancechallenge,cardib,oldtrend,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352300,1716871188,2024-05-28T04:39:48.000Z,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fyp,fyp,foryou,viral,humor,trending,relatable,dance,norway,adsthr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260700,1714845657,2024-05-04T18:00:57.000Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,newmusic,rnb,leilaad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1720663569,2024-07-11T02:06:09.000Z,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fyp,foryou,parati,noticias,ecuador🇪🇨,quintapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1720663298,2024-07-11T02:01:38.000Z,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,urgente🚨,ecuador🇪🇨,danielnoboapresidente,barcazas,noboaeslasso,elnuevoecuador,viral,isabelnoboaesmitia🤣,politica,augustotandazo,ecuadorendirecto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,1712969314,2024-04-13T00:48:34.000Z,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,elnuevoecuador,danielnoboaazin,porunnuevoecuador,danielnoboapresidente,ecuador,humor,impunidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43900,1720413000,2024-07-08T04:30:00.000Z,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,messi,alexanderdominguez,argentina,ecuador,copaamerica,thethao247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407100,1717468810,2024-06-04T02:40:10.000Z,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,premios,viral,payasototoshowecuador,payasoscuenca,cumpleaños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1720666561,2024-07-11T02:56:01.000Z,0,0,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,quito,ecuador,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46300,1719101307,2024-06-23T00:08:27.000Z,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fypシ,humor,comedia,venezuela,manotengofe,tengofe,lavinotinto,ecuador,copaamerica,conmebol,futbol,siemprevinotinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12200,1720646815,2024-07-10T21:26:55.000Z,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600000,1705005670,2024-01-11T20:41:10.000Z,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259600,1706880871,2024-02-02T13:34:31.000Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pedernales_manabí_ecuador,carnaval,camiseros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,1720633325,2024-07-10T17:42:05.000Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,latino,accadeoggi,ecuadortiktok♡🇪🇨🇪🇨♥️♥️anosenelmundo,peruanosenitalia🇵🇪❤️🇮🇹,peru🇵🇪,latinoamerica,peruanosenelextranjero,peruanosenitalia🇵🇪❤️🇮🇹,lauramauladeseada,lauramauladeseada,peruana,mexico,peruana,lauramauladeseada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,1720652538,2024-07-10T23:02:18.000Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casanasevilla,kevinnasevilla,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,viral,reality,ecuador🇪🇨,colombia🇨🇴,hermanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1720655896,2024-07-10T23:58:16.000Z,0,0,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zapatos,doni,originales,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1720664271,2024-07-11T02:17:51.000Z,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,recetasfaciles,ecuador,fypシ,paratii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29300,1720150642,2024-07-05T03:37:22.000Z,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,argentina,ecuadorvsargentina,futbol,copaamerica,soccer,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1720664826,2024-07-11T02:27:06.000Z,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador🇪🇨,fypシ,ariannasoriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102000,1720038376,2024-07-03T20:26:16.000Z,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foryou,copaamerica,ecuador,ecuador🇪🇨,ponmeenparati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,1720660792,2024-07-11T01:19:52.000Z,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parati,viral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,1720662924,2024-07-11T01:55:24.000Z,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,elpoderdelagente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1720656444,2024-07-11T00:07:24.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parati,viral,viral,calumabolivarecuador🍊🍊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43400,1720193787,2024-07-05T15:36:27.000Z,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,xd,colombia,edit,fuchibol🤑,partidos,argentina,futbol,resultados,ecuador,brasil,portugal,eslovenia,copa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454300,1707171563,2024-02-05T22:19:23.000Z,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cartuchera,estudiantes,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951800,1704411978,2024-01-04T23:46:18.000Z,0,0,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fyp,foryou,fypシ,quito,ecuador,fypシ゚viral,hermanos,comedia,mexico,colombia,fy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123600,1719804191,2024-07-01T03:23:11.000Z,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,elnuevoecuadorresuelve,danielnoboaazin,danielnoboapresidente,ecuador,elmanqueresuelve💪,tri,futbol,deporte,partido,copaamerica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42500,1719894491,2024-07-02T04:28:11.000Z,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quemiedo,lallorona,esreal,yoescuchotropicálida,terror,paranormal,oculto,leyendas,leyendasurbanas,humor,comedia,ecuador,laleyendadelallorona,risas,esdechill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1720661547,2024-07-11T01:32:27.000Z,0,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,greciarecinos,greciaytufi,guatemala,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,1720625758,2024-07-10T15:35:58.000Z,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecuador,fyp,foryou,foryoupage,fy,colombia,hermanos,comedia,mexico,fypシ,chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,1720650969,2024-07-10T22:36:09.000Z,0,0,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,quito_ecuador🇪🇨,quito,motul,yamaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,1718952219,2024-06-21T06:43:39.000Z,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gratis,güzelbakkendine,beaulis,stickfar,kalemfar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,1718535156,2024-06-16T10:52:36.000Z,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,güzelbakkendine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,1717273059,2024-06-01T20:17:39.000Z,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gratis,gratistenaldıklarım,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,1699188715,2023-11-05T12:51:55.000Z,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,تركيا,الدراسة_في_الخارج,الدراسة_في_تركيا,اسطنبول,جراتيس,تركيا🇹🇷اسطنبول,تركيا🇹🇷,قراطيس,gratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800,1719550048,2024-06-28T04:47:28.000Z,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gratis,28hazirangratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
