diggCount,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
8555,2024-06-19T18:30:47.000Z,False,False,51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
855200,2024-03-19T17:22:24.000Z,False,False,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85500,2024-04-25T05:20:06.000Z,False,False,32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8548,2024-03-19T00:45:08.000Z,False,False,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
854100,2024-02-15T19:59:03.000Z,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8529,2023-05-10T13:32:31.000Z,False,False,22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8511,2024-05-04T01:31:56.000Z,False,False,20,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
851,2023-07-08T15:05:43.000Z,False,False,59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84600,2023-03-22T23:21:25.000Z,False,False,11,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
84600,2024-03-21T02:58:29.000Z,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
845,2022-10-27T20:34:44.000Z,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8409,2023-11-05T12:51:55.000Z,False,False,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
840300,2024-03-01T03:38:10.000Z,True,False,88,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,2024-07-11T02:16:24.000Z,False,False,58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
838,2024-07-10T16:27:20.000Z,False,False,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83700,2024-07-07T01:57:06.000Z,False,False,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83300,2023-12-23T20:53:45.000Z,False,False,58,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832700,2024-05-20T12:22:03.000Z,False,False,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82900,2024-07-02T17:22:12.000Z,False,False,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828400,2024-03-02T08:31:14.000Z,False,False,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827400,2024-03-10T08:17:13.000Z,False,False,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82700,2023-12-04T23:47:56.000Z,False,False,106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,2024-07-11T01:40:56.000Z,False,False,74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82600,2024-06-27T06:50:25.000Z,False,False,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82400,2024-05-24T00:44:04.000Z,False,False,29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82200,2024-06-28T14:55:06.000Z,False,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82100,2024-03-13T23:41:09.000Z,True,False,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82100,2023-11-03T20:28:29.000Z,False,False,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82000,2024-06-21T23:03:03.000Z,False,False,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,2024-07-11T00:02:50.000Z,False,False,60,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819300,2024-06-26T21:35:25.000Z,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,2024-04-06T16:06:15.000Z,False,False,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,2024-07-11T01:07:33.000Z,False,False,87,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81600,2024-07-06T20:39:17.000Z,False,False,30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
816,2024-07-11T00:41:31.000Z,False,False,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81400,2024-06-27T17:13:07.000Z,True,False,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814,2024-07-11T01:07:33.000Z,False,False,87,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81200,2024-06-17T21:02:04.000Z,True,False,49,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812,2024-07-06T00:19:28.000Z,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81100,2024-07-09T18:26:02.000Z,False,False,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8100,2024-06-14T17:46:48.000Z,True,False,34,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,2024-07-11T02:12:22.000Z,False,False,40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
809700,2024-05-02T03:48:39.000Z,False,False,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
