diggCount,input,isAd,isMuted,musicMeta_musicName,searchHashtag_name,searchHashtag_views,searchQuery,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,comerciales,santodomingoecuador,guayaquil,cuenca
593,7,0,0,540,7,68200000000.0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454600,7,1,0,558,7,68200000000.0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391500,7,0,0,529,7,68200000000.0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392500,7,0,0,602,7,68200000000.0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200000,7,0,0,34,7,68200000000.0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000,7,0,0,608,7,68200000000.0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630400,7,0,0,571,7,68200000000.0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,7,0,0,540,7,68200000000.0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339900,7,0,0,540,7,68200000000.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264800,7,0,0,540,7,68200000000.0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,7,0,0,616,7,68200000000.0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,7,0,0,683,7,68200000000.0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540200,7,0,0,555,7,68200000000.0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000,7,0,0,617,7,68200000000.0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270200,7,0,0,540,7,68200000000.0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,7,0,0,683,7,68200000000.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271800,7,0,0,686,7,68200000000.0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,7,0,0,540,7,68200000000.0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,2,0,0,617,2,1900000000.0,1,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1100000,2,0,0,617,2,1900000000.0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105700,2,0,0,617,2,1900000000.0,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,2,0,0,617,2,1900000000.0,1,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2755,2,0,0,629,2,1900000000.0,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176300,2,0,0,617,2,1900000000.0,1,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6380,2,0,0,617,2,1900000000.0,1,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446500,2,0,0,617,2,1900000000.0,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
356,2,0,0,615,2,1900000000.0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12800,2,0,0,617,2,1900000000.0,1,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700000,2,0,0,617,2,1900000000.0,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72600,2,0,0,419,2,1900000000.0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700000,2,0,0,617,2,1900000000.0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2,0,0,613,2,1900000000.0,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38800,2,0,0,617,2,1900000000.0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26500,2,0,0,617,2,1900000000.0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,0,0,608,2,1900000000.0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132200,2,0,0,617,2,1900000000.0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764400,2,0,0,540,2,1900000000.0,1,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28200,2,0,0,540,2,1900000000.0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38600,2,0,0,617,2,1900000000.0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,2,0,0,617,2,1900000000.0,1,142,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,2,0,0,617,2,1900000000.0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2,0,0,612,2,1900000000.0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2,0,0,84,2,1900000000.0,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,2,0,0,608,2,1900000000.0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8880,2,0,0,540,2,1900000000.0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,2,0,0,608,2,1900000000.0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43900,2,0,0,617,2,1900000000.0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43900,2,0,0,278,2,1900000000.0,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107500,6,0,0,617,6,195300000000.0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50700,6,0,0,125,6,195300000000.0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243500,6,0,0,617,6,195300000000.0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196200,6,0,0,617,6,195300000000.0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,6,0,0,257,6,195300000000.0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370300,6,0,0,540,6,195300000000.0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25900,6,0,0,198,6,195300000000.0,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231600,6,0,0,617,6,195300000000.0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14100,6,0,0,617,6,195300000000.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132800,6,0,0,540,6,195300000000.0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328200,6,0,0,617,6,195300000000.0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,6,0,0,608,6,195300000000.0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190800,6,0,0,683,6,195300000000.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88900,6,0,0,617,6,195300000000.0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,6,0,0,617,6,195300000000.0,1,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46100,6,0,0,617,6,195300000000.0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748400,6,0,0,608,6,195300000000.0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32700,6,0,0,617,6,195300000000.0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10200,6,0,0,617,6,195300000000.0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114700,6,0,0,143,6,195300000000.0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6845,6,0,0,24,6,195300000000.0,1,59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
371600,6,0,0,617,6,195300000000.0,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81600,6,0,0,617,6,195300000000.0,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84600,6,0,0,617,6,195300000000.0,1,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
125000,6,0,0,617,6,195300000000.0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32700,6,0,0,620,6,195300000000.0,1,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,6,0,0,143,6,195300000000.0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29500,6,0,0,617,6,195300000000.0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9085,6,0,0,617,6,195300000000.0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000,21,0,0,617,21,,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107700,21,0,0,371,21,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18100,21,0,0,617,21,,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
167400,21,0,0,617,21,,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169000,21,0,0,100,21,,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22200,21,0,0,617,21,,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353700,21,0,0,617,21,,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102100,21,0,0,40,21,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,21,0,0,156,21,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393300,21,0,0,617,21,,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26000,21,0,0,617,21,,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26300,21,0,0,482,21,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631800,14,0,0,608,14,32100000000.0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26400,14,0,0,483,14,32100000000.0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14400,14,0,0,617,14,32100000000.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309300,14,0,0,374,14,32100000000.0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
973,14,0,0,617,14,32100000000.0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58700,14,0,0,616,14,32100000000.0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,14,0,0,616,14,32100000000.0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2178,14,0,0,617,14,32100000000.0,1,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1067,14,0,0,616,14,32100000000.0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36600,14,0,0,616,14,32100000000.0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,14,0,0,540,14,32100000000.0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82900,14,0,0,616,14,32100000000.0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14500,14,0,0,187,14,32100000000.0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,14,0,0,540,14,32100000000.0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,14,0,0,122,14,32100000000.0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166100,14,0,0,617,14,32100000000.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
157,14,0,0,614,14,32100000000.0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,14,0,0,616,14,32100000000.0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68500,14,0,0,617,14,32100000000.0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,14,0,0,608,14,32100000000.0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,14,0,0,616,14,32100000000.0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27200,14,0,0,617,14,32100000000.0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,14,0,0,616,14,32100000000.0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109600,14,0,0,158,14,32100000000.0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5859,14,0,0,540,14,32100000000.0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
951,14,0,0,616,14,32100000000.0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,14,0,0,345,14,32100000000.0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,14,0,0,540,14,32100000000.0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,14,0,0,617,14,32100000000.0,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,18,0,0,617,18,36100000000.0,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38300,18,0,0,540,18,36100000000.0,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21900,18,0,0,540,18,36100000000.0,1,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16900,18,0,0,617,18,36100000000.0,1,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252900,18,0,0,617,18,36100000000.0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3870,18,0,0,617,18,36100000000.0,1,64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173700,18,0,0,617,18,36100000000.0,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224000,18,0,0,634,18,36100000000.0,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74100,18,0,0,469,18,36100000000.0,1,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4428,18,0,0,310,18,36100000000.0,1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882900,18,0,0,617,18,36100000000.0,1,39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34300,18,0,0,403,18,36100000000.0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18600,18,0,0,12,18,36100000000.0,1,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58100,18,0,0,194,18,36100000000.0,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47800,18,0,0,693,18,36100000000.0,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35800,18,0,0,540,18,36100000000.0,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2208,18,0,0,416,18,36100000000.0,1,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
631200,18,0,0,531,18,36100000000.0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123900,18,0,0,540,18,36100000000.0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
551,18,0,0,210,18,36100000000.0,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,18,0,0,231,18,36100000000.0,1,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178000,18,0,0,462,18,36100000000.0,1,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1176,18,0,0,617,18,36100000000.0,1,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2761,18,0,0,293,18,36100000000.0,1,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
354,18,0,0,170,18,36100000000.0,1,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310100,18,0,0,26,18,36100000000.0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14200,18,0,0,617,18,36100000000.0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51800,18,0,0,216,18,36100000000.0,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4107,18,0,0,617,18,36100000000.0,1,123,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274600,18,0,0,617,18,36100000000.0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133800,12,0,0,540,12,3600000000.0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541500,12,0,0,540,12,3600000000.0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17800,12,0,0,476,12,3600000000.0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233600,12,0,0,540,12,3600000000.0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151100,12,0,0,257,12,3600000000.0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284200,12,0,0,270,12,3600000000.0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100000,12,0,0,617,12,3600000000.0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185300,12,0,0,107,12,3600000000.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17800,12,0,0,540,12,3600000000.0,1,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6980,12,0,0,540,12,3600000000.0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25300,12,0,0,419,12,3600000000.0,1,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33500,12,0,0,617,12,3600000000.0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51100,12,0,0,540,12,3600000000.0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
210,12,0,0,617,12,3600000000.0,1,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1897,12,0,0,617,12,3600000000.0,1,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,12,0,0,617,12,3600000000.0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123100,12,0,0,14,12,3600000000.0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283,12,0,0,617,12,3600000000.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592600,12,0,0,617,12,3600000000.0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,12,0,0,540,12,3600000000.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2900000,12,0,0,617,12,3600000000.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7762,12,0,0,617,12,3600000000.0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1556,12,0,0,617,12,3600000000.0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9717,12,0,0,540,12,3600000000.0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252400,12,0,0,14,12,3600000000.0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,12,0,0,617,12,3600000000.0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46300,12,0,0,617,12,3600000000.0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,12,0,0,72,12,3600000000.0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,12,0,0,617,12,3600000000.0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18600,12,0,0,197,12,3600000000.0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
688700,3,0,0,543,3,3100000000.0,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66200,3,0,0,160,3,3100000000.0,1,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
465000,3,0,0,608,3,3100000000.0,1,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5418,3,0,0,617,3,3100000000.0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458000,3,0,0,608,3,3100000000.0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39000,3,0,0,617,3,3100000000.0,1,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13200,3,0,0,617,3,3100000000.0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968300,3,0,0,617,3,3100000000.0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43000,3,0,0,463,3,3100000000.0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500000,3,0,0,608,3,3100000000.0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165100,3,0,0,617,3,3100000000.0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
537700,3,0,0,49,3,3100000000.0,1,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149300,3,0,0,341,3,3100000000.0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156400,3,0,0,617,3,3100000000.0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,3,0,0,617,3,3100000000.0,1,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
458800,3,0,0,540,3,3100000000.0,1,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431700,3,0,0,617,3,3100000000.0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47300,3,0,0,342,3,3100000000.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35200,3,0,0,484,3,3100000000.0,1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721300,3,0,0,608,3,3100000000.0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37300,3,0,0,617,3,3100000000.0,1,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11100,3,0,0,394,3,3100000000.0,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122400,3,0,0,608,3,3100000000.0,1,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254400,3,0,0,253,3,3100000000.0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397700,3,0,0,157,3,3100000000.0,1,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
319000,3,0,0,617,3,3100000000.0,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,3,0,0,608,3,3100000000.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409900,3,0,0,608,3,3100000000.0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,17,0,0,617,17,59000000000.0,1,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,17,0,0,165,17,59000000000.0,1,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228400,17,0,0,540,17,59000000000.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89700,17,1,0,617,17,59000000000.0,1,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,17,0,0,617,17,59000000000.0,1,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8015,17,0,0,617,17,59000000000.0,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182300,17,1,0,21,17,59000000000.0,1,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100000,17,0,0,617,17,59000000000.0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,17,0,0,354,17,59000000000.0,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,17,0,0,585,17,59000000000.0,1,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,17,0,0,617,17,59000000000.0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,17,0,0,617,17,59000000000.0,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
